Language,Country,Duration,Budget,Gross Earnings,Facebook_Likes_Director,Facebook_Likes_Actor,Facebook_Likes_Music,Facebook_Likes_Actress,Facebook_Likes_Total_Cast,Facenumber_in_posters,User_upvotes,Reviews_by_Users,IMDB_Score
Cantonese,Hong Kong,89,7500000,32333860,7,186,147,36,407,1,29843,81,6.7
English,USA,127,33000000,100125340,21000,11000,11000,360,22678,0,1023511,1080,8.6
English,USA,136,16500000,42700000,0,25000,14000,1000,41059,2,78392,196,7.7
English,France,131,45000000,20302961,719,16000,893,683,18913,0,49874,450,4.6
English,USA,108,35000000,60054449,79,900,759,25,1715,0,61018,140,5.8
English,USA,92,13000000,21088568,226,1000,851,580,3931,1,16646,104,6.7
English,USA,98,6000000,11797927,38,1000,475,360,3221,0,4582,52,6.1
English,USA,104,25000000,4064333,54,6000,923,919,9662,0,24790,173,5.2
English,USA,114,62000000,65000000,0,524,517,452,2668,0,43027,214,6.8
English,USA,135,35000000,70960517,16000,16000,11000,86,27237,0,54631,192,7.5
English,USA,98,25000,10246600,0,138,111,73,388,0,6375,36,6.6
French,France,135,25000,1877179,22,837,541,45,1508,1,4885,25,7.1
English,USA,94,250000,1977544,4,360,273,10,656,0,3513,36,6.5
English,USA,96,45000000,35617599,0,1000,845,563,2965,1,20688,47,5.9
English,USA,82,45000000,7557877,7,584,246,27,1002,0,2129,37,4.6
English,USA,114,22000000,50728000,34,649,327,287,1725,0,48909,166,5.8
English,USA,113,11000000,2832826,300,1000,979,787,3072,2,1761,19,6.2
English,USA,98,8000000,16115878,10,10000,1000,912,13433,0,24438,194,6.6
English,Japan,107,32000000,18636537,0,29000,165,159,29743,0,69197,216,6.4
English,USA,135,50000000,10400000,596,10000,3000,2000,15820,1,12037,90,5.1
English,USA,106,6000000,23272306,0,18000,979,574,20821,4,740918,1182,8.6
English,USA,115,7000000,529766,39,12000,970,642,14889,2,22345,144,6.8
English,USA,106,20000000,21200000,835,1000,967,458,3598,0,34774,162,6.8
English,USA,74,30000000,191796233,487,15000,1000,802,19046,1,623757,391,8.3
English,USA,92,60000000,50024083,14,789,520,488,2318,1,35918,126,5.4
English,USA,100,20000000,19900000,0,723,422,364,2348,1,17262,53,4.5
English,USA,106,30000000,24048000,32,18000,723,650,20772,1,23579,88,5.5
English,USA,176,175000000,88246220,58,711,60,60,1004,0,144337,309,6.1
English,USA,88,800000,4771000,377,529,502,236,1502,1,26513,174,7.5
English,USA,108,8000000,34746109,0,585,434,388,3023,2,3122,14,5.6
English,USA,149,40000000,108706165,541,18000,11000,1000,31349,3,99558,236,7.4
English,USA,97,5000000,326308,18000,10000,1000,977,13718,3,6632,69,6.1
English,USA,108,3300000,2961991,232,10000,721,353,11459,4,15885,78,6.9
English,USA,81,12000000,63071133,406,13000,2000,616,17035,0,42892,154,6.8
English,USA,101,22000000,1075288,30,1000,854,223,2228,3,7772,55,6.1
English,USA,110,30000000,4357000,278,3000,359,179,3864,3,5176,30,5.3
English,USA,91,7000000,1040879,0,387,96,65,648,0,54478,184,7.1
English,USA,109,4500000,3798532,0,3000,441,126,3668,0,41138,208,7.4
English,USA,108,50000000,70450000,610,848,517,461,2913,2,77390,189,6
English,USA,107,50000000,20550712,99,18000,11000,581,31014,1,40346,95,5.6
English,USA,111,40000000,20300000,17,14000,940,889,17877,2,16741,60,6.2
English,USA,116,46000000,58918501,380,18000,13000,826,33233,1,40126,107,6.6
English,USA,114,80000000,32885565,357,13000,10000,366,25126,0,53132,101,5.8
English,USA,103,57000000,51317350,357,2000,663,40,2710,0,78343,139,6.4
English,USA,115,100000000,101228120,55,1000,773,383,3454,1,84424,131,6.1
English,USA,101,50000000,25407250,0,12000,898,764,15935,0,54021,227,5.7
English,USA,101,20000000,9714482,11000,1000,612,2,1614,0,30083,140,6.8
English,USA,135,55000000,49994804,317,57,40,34,164,1,29205,194,6.3
English,USA,133,55000000,68750000,53,1000,780,263,2916,0,40858,144,6.4
English,USA,118,38000000,17305211,150,24000,210,182,24547,0,14066,75,6.1
English,USA,101,20000000,53146000,154,1000,816,497,3174,1,9845,77,6.1
English,USA,91,13000000,2104000,150,979,385,150,1679,3,1595,19,5.9
English,USA,105,25000000,17100000,114,4000,561,537,6152,1,7073,29,5.3
English,USA,95,25530000,20047715,0,442,95,26,616,1,8008,26,5.2
English,USA,92,7000000,14891000,737,718,524,380,2240,3,15088,105,6.8
English,USA,102,3000000,14891000,9,904,281,221,1663,1,22246,196,6.9
English,USA,108,19000000,25753840,0,16000,4000,844,23296,2,219091,592,7.3
English,USA,120,2400000,5731103,0,1000,748,702,5963,10,4100,35,6.8
English,USA,130,36000000,13052741,0,2000,912,723,3968,0,8531,57,6.7
English,USA,108,12000000,4903000,0,873,680,599,4497,3,4961,33,5
English,UK,150,18000000,4414535,0,597,591,401,1645,0,30618,224,7.8
English,UK,150,18000000,4414535,0,597,591,401,1645,0,30618,224,7.8
English,USA,92,12000000,38624000,221,11000,503,491,13162,1,156143,289,7
English,USA,100,13000000,26539321,15,694,558,388,2486,1,7984,42,5.9
English,USA,154,75000000,306124059,776,10000,2000,933,16785,0,430055,856,6.9
English,USA,139,50000000,153620822,488,10000,743,597,12182,0,189923,318,7.3
English,USA,94,60000000,60573641,32,854,628,626,4530,1,68406,162,5.4
English,USA,109,3000000,4109095,300,729,257,200,1292,0,8239,92,6
English,France,116,19000000,1292527,500,12000,1000,530,14579,2,3536,44,6.3
English,USA,117,27000000,24944213,101,13000,852,743,16937,2,63459,185,6.9
English,USA,135,5000000,13269963,407,11000,189,111,11400,2,23202,173,7.6
English,Australia,76,250000,212285,0,991,575,62,1661,1,1727,21,6.4
English,USA,106,70000000,37754208,13000,20000,770,733,22590,3,172217,405,6.3
English,USA,98,23000000,12782508,4,29000,22000,11000,63194,2,20163,71,6.7
English,USA,108,47000000,5600000,350,8000,115,77,8349,1,11913,97,5.8
English,USA,101,25000000,14095303,17,900,246,218,1634,1,15814,68,5.4
English,UK,133,28000000,11030963,277,25000,14000,8000,48482,2,24145,93,7.1
English,USA,110,80000000,180965237,0,10000,1000,898,12760,0,300542,378,7.1
English,USA,105,25000000,10070000,121,3000,624,354,5023,3,5668,50,6.2
English,USA,117,45000000,20101861,11000,905,484,451,2348,0,24757,81,6
English,USA,101,21500000,22294341,88,957,821,812,4629,3,12278,71,6.5
English,USA,123,32000000,104632573,226,3000,941,796,5975,1,63839,118,6.4
English,USA,139,80000000,136448821,2000,960,848,808,3667,1,98989,158,6.6
English,USA,120,14500000,46338728,1000,29000,1000,954,33791,2,167750,506,6.8
English,USA,103,15000000,103001286,0,611,422,157,1212,0,222018,869,7.2
English,USA,123,9000000,36049108,473,890,851,685,3661,4,10139,70,6.8
English,USA,93,39000000,30400000,36,592,516,275,2176,2,17810,73,5.7
English,USA,96,3500000,9449219,0,385,356,111,995,2,13949,98,6.1
English,Australia,105,5500000,35811509,96,509,294,35,888,0,43013,104,7.7
English,Canada,88,9000000,35811509,85,825,476,40,1432,0,2699,29,5.6
English,USA,147,44000000,53300852,272,22000,11000,893,37076,3,154487,259,7.5
English,USA,148,890000,24475416,0,3000,324,263,3967,0,72443,309,8
English,USA,88,80000000,90443603,30,13000,967,366,15001,1,112167,123,6.3
English,USA,81,18000000,26906039,8,844,456,341,2653,2,29621,76,5.3
English,USA,111,45000000,92001027,906,1000,1000,906,6315,2,97838,286,7.6
English,USA,117,40000000,32800000,31,2000,472,210,3016,1,34896,118,4.3
English,USA,96,200000,4505922,218,4000,135,31,4230,0,63951,252,7.4
English,USA,149,26000000,25809813,15000,15000,9000,982,28713,6,50311,212,6.9
Italian,UK,90,25000000,15091542,48,940,595,376,2465,2,4086,22,5.3
English,USA,96,47000000,60154431,0,2000,1000,302,3718,1,122347,345,6
English,USA,101,15000000,24881000,26,838,328,266,1812,0,57140,195,6.2
Dutch,Netherlands,95,2650000,24881000,53,20,3,2,25,0,1470,5,7
English,USA,162,27000000,78651430,333,14000,1000,362,15912,0,142067,457,7.4
English,USA,116,55000000,18573791,12000,22000,617,552,24618,3,38533,89,5.8
English,USA,103,26000000,105444419,37,944,893,452,3143,3,31817,117,6.2
English,USA,99,12500000,1227324,220,812,787,599,3337,3,6921,48,6.6
English,USA,110,55000000,38553833,81,1000,416,163,1752,0,46239,155,6.8
English,USA,91,45000000,20400913,29,2000,461,322,3855,1,15455,80,5.3
English,USA,91,100000000,100117603,21,2000,700,542,4842,0,102933,230,6.9
English,USA,99,40000000,27663982,287,10000,368,44,10469,2,26051,164,4.4
English,USA,118,44000000,44834712,13,23000,2000,643,26907,1,13995,62,5.6
English,USA,98,44000000,22434,8,96,71,14,196,1,334,17,6.9
English,USA,121,65000000,33328051,212,394,380,263,1531,2,60508,285,6.7
English,USA,122,42000000,41252428,0,12000,592,292,13716,0,11453,71,6.5
English,USA,95,54000000,128769345,293,851,773,744,3155,1,86556,99,5.6
English,USA,98,8000000,128769345,198,1000,975,636,3502,2,6124,55,4.9
English,Australia,100,45000000,17300889,23,1000,642,579,3855,0,27648,148,4.9
English,USA,136,75000000,134006721,0,12000,2000,904,15999,1,259492,415,7.4
English,USA,93,8500000,15171475,85,1000,855,514,2777,0,19805,122,5.7
English,USA,135,45000000,53854588,41,982,843,808,3648,0,37911,73,6.3
English,UK,94,3500000,16501785,0,2000,887,557,3559,4,469561,514,8.2
English,USA,95,1300000,695229,12000,12000,680,636,14420,1,11369,65,7.2
English,USA,113,92000000,241688385,101,22000,946,848,26239,0,144053,395,6.3
English,USA,124,60000000,51045801,50,1000,944,672,3653,2,11370,54,6.1
English,USA,84,4000000,2892582,378,925,729,611,3559,0,22697,202,7.6
English,UK,86,1000000,1277257,132,778,695,584,2400,2,2629,32,6.8
French,France,91,300000,1652472,82,75,9,8,102,7,2843,25,6.9
English,USA,129,38000000,10300000,0,12000,1000,982,16237,4,17859,89,6.6
English,UK,96,38000000,10300000,222,5000,497,20,5535,2,2081,21,7.1
English,USA,95,3000000,3559990,45,578,341,267,1363,0,8005,49,5.3
English,USA,89,28000000,8119205,23,1000,937,899,5535,3,4288,21,5.4
English,USA,121,50000000,50007168,16000,16000,1000,826,19139,0,39529,142,6.7
English,USA,98,3000000,24629916,188,2000,970,693,4277,0,12942,34,5.1
English,USA,124,85000000,172620724,249,11000,10000,936,23603,1,146134,393,6.4
English,USA,116,75000000,47748610,0,1000,720,672,3090,0,170179,656,6.3
English,USA,155,36000000,44175394,14000,12000,11000,11000,37570,2,56509,227,7.2
English,USA,86,10000000,15447,71,795,474,385,2655,0,2971,85,3.5
English,USA,89,45000000,65557989,49,2000,902,514,3717,0,73539,271,4.6
English,USA,94,50000000,58297830,383,4000,808,753,6017,1,86347,191,7.1
English,USA,139,50000000,147637474,274,625,440,285,1474,0,224671,470,7.7
English,USA,68,17000000,53868030,116,8000,503,481,10557,2,183425,425,7
English,USA,125,125000000,107285004,541,920,890,409,2699,3,189855,1018,3.7
English,USA,155,15000000,26384919,0,3000,360,170,3677,15,189032,560,7.9
English,USA,93,36000000,50129186,84,551,284,263,1874,0,38399,218,6.9
English,USA,75,32000000,3562749,10,3000,2000,826,7394,0,5600,49,6.9
Dutch,Netherlands,122,4500000,713413,4,25,20,3,48,1,9171,68,7.8
English,USA,113,250000,12006514,0,13000,1000,781,15765,5,114070,500,7.3
Persian,Iran,89,180000,925402,373,36,35,27,100,0,27882,130,8.5
English,UK,96,180000,444354,11,584,559,490,3011,4,4049,111,6.4
English,USA,123,75000000,101087161,165,12000,878,744,15362,6,225282,339,6.8
English,USA,135,75000000,76081498,503,8000,137,67,8355,1,76099,162,6.7
English,USA,150,90000000,100853835,0,11000,1000,135,12289,2,200556,611,7.4
English,USA,120,10000000,44886089,446,22000,13000,1000,40117,3,69576,207,6.9
English,Australia,107,12000000,141853,0,941,754,745,3099,2,1427,12,6
English,Canada,90,365000,489220,165,686,648,319,1743,0,160511,696,7.3
English,USA,108,116000000,67155742,79,650,293,268,1569,1,62271,277,5.8
English,USA,96,20000000,10569071,11000,11000,474,223,11867,2,35586,131,7.4
English,USA,117,20000000,821997,69,898,577,87,1753,0,666,40,7
English,USA,147,35000000,41954997,179,40000,14000,646,56014,2,225122,234,7.8
English,USA,97,1000000,464655,4,611,394,301,1692,0,1524,29,7
English,UK,130,60000000,26616590,545,722,585,552,2525,0,120416,857,6.7
English,USA,109,6000000,14821531,148,2000,434,426,3843,2,6915,209,7.3
English,USA,138,80000000,112225777,610,12000,1000,805,17087,0,283967,535,7.3
English,USA,94,300000,40542,37,318,157,104,751,0,294,16,5.5
English,USA,90,80000000,92969824,10,49000,570,159,50005,1,63625,64,5.2
English,USA,125,50000000,48154732,0,10000,2000,957,15569,1,60326,142,5.8
English,USA,106,36000000,12339633,487,685,485,263,1942,2,220591,641,7.8
English,USA,92,55000000,105263257,39,3000,562,458,4518,0,56168,103,5.4
English,USA,126,10000000,138339411,835,49000,13000,893,63710,2,604904,682,8.3
English,USA,107,15000000,28014536,5,893,822,141,2044,1,73347,296,7.4
English,USA,84,650000,2301777,21,465,170,48,714,2,819,36,6.5
English,USA,93,650000,13960203,3,1000,560,324,2939,2,2301,15,5.3
English,USA,86,500000,334041,204,659,529,474,2322,3,1038,21,6.5
English,USA,99,17000000,72219395,13,45000,4000,681,50284,1,105585,419,5.6
English,USA,86,17000000,33598,12,238,166,117,623,1,405,15,5.4
English,USA,75,250000,203134,45,5,2,0,7,0,1428,21,7
English,USA,90,35000000,63826569,0,19000,957,945,23504,0,32416,138,6.3
English,Canada,97,25000,2856622,119,136,108,7,254,0,11550,197,7.3
English,USA,154,12000000,39647595,16000,22000,1000,889,25522,5,239540,462,7.5
English,USA,115,27000000,60491560,39,11000,956,685,14322,1,50653,143,6.6
English,USA,134,28000000,5532301,17000,2,2,0,4,0,21606,117,7
English,USA,138,35000000,64604977,161,18000,398,210,19129,2,414219,625,8.3
English,USA,86,45000000,181395380,293,509,418,255,2070,1,220392,243,6.8
English,UK,93,45000000,2542264,23,471,232,130,938,1,3407,48,7.1
English,USA,104,10000000,12514138,28,962,826,582,3871,0,2801,28,7.4
English,USA,115,50000000,10556196,333,972,713,317,2606,2,16562,73,6.2
English,USA,98,90000000,250147615,188,10000,826,602,12998,0,403014,289,7.3
English,USA,155,30000000,25078937,16000,18000,461,229,19689,2,31751,216,6.6
English,USA,97,25000000,41067398,420,695,635,585,2530,2,22748,41,6.1
English,USA,95,30000000,35927406,40,663,349,342,2266,0,36363,256,3.7
English,Hong Kong,86,30000000,12674183,472,472,155,64,773,1,19774,70,6.2
English,USA,105,46000000,126805112,29,8000,1000,692,12344,1,98199,169,6.3
English,USA,98,25000000,44455658,176,742,658,468,2457,2,36253,92,6.7
English,USA,92,1000000,582024,406,406,203,194,904,0,30396,168,6.2
English,USA,132,16000000,1508689,44,1000,653,241,2004,2,5648,50,6.7
English,USA,106,8000000,532190,23,1000,273,200,1610,2,5673,37,6.8
Japanese,Japan,134,2400000000,2298191,6000,893,851,745,2710,0,221552,570,8.4
English,USA,120,24000000,101334374,0,865,851,221,2321,5,124941,488,6.1
English,USA,127,20000000,35422828,16,565,441,399,1735,1,19126,155,6.7
English,USA,136,70000000,37901509,218,11000,691,400,12226,1,96385,119,7
English,USA,103,45000000,2154540,170,849,623,269,2457,2,3803,41,4.9
English,UK,99,3000000,302204,13,419,254,159,975,3,6705,53,6.6
English,Denmark,121,35000000,2221994,55,1000,1000,918,3125,1,11747,99,6.4
English,USA,100,26000000,2221994,2,642,638,512,2170,2,8118,69,6.3
English,USA,115,7500000,43490057,88,1000,1000,890,4737,6,5275,30,6.9
English,USA,90,7500000,5494,18,491,490,422,2633,3,377,13,5.6
English,USA,98,40000000,54967359,20,2000,2000,968,7039,0,52805,209,5.2
English,USA,121,160000000,48068396,101,673,368,202,2027,0,60573,248,3.7
English,UK,93,25000000,29247405,14,1000,401,199,2176,1,28377,261,3.3
English,USA,129,105000000,54700065,719,660,475,423,2031,0,221521,1049,7.2
English,USA,97,16000000,1686429,34,503,489,465,3100,1,8687,62,2.8
English,USA,118,37000000,6482195,11,37,12,12,74,1,9740,81,6.4
English,USA,134,5000000,20733485,3000,205,130,77,428,1,11622,157,7.2
English,UK,89,29000000,22359293,12,1000,409,373,2056,0,16222,39,5.8
French,France,101,29000000,244465,163,837,130,34,1019,1,1135,14,6.8
Japanese,Japan,111,1000000,94596,62,89,13,6,115,0,6318,50,7.4
English,USA,136,57000000,60984028,138,18000,14000,9000,45271,2,259519,431,7.5
English,USA,111,86000000,42877165,79,11000,11000,2000,26088,0,45602,114,6.1
English,USA,117,86000000,27779888,93,12000,1000,904,14831,2,55913,182,6.9
English,France,126,93000000,63540020,0,14000,13000,10000,39319,2,343274,742,7.7
English,UK,91,3500000,45857453,11,1000,891,121,2323,3,82232,174,7.2
English,UK,91,3500000,45857453,11,1000,891,121,2323,3,82232,174,7.2
English,USA,129,50000000,48265581,21000,495,294,283,1397,1,261069,506,7.8
English,USA,112,18000000,7837632,0,805,223,177,1466,0,46396,287,7.5
English,USA,124,60000000,54910560,105,24000,13000,460,38227,0,88225,227,6.3
English,USA,92,4000000,12836,19,18000,759,599,20135,1,1686,28,5.8
English,USA,129,73000000,229074524,14000,610,506,227,1635,0,278362,552,6.5
English,USA,94,20000000,13801755,36,13000,828,507,15183,1,23928,100,6.6
English,USA,124,50000000,41256277,75,294,273,258,1289,2,46451,156,5.9
English,USA,177,80000000,17593391,0,766,674,582,4346,1,56403,376,6
English,USA,135,40000000,45856732,0,13000,936,913,16762,1,46221,141,7.1
English,UK,110,40000000,33927476,0,510,344,308,1976,0,19176,165,5.7
English,USA,116,68000000,61355436,176,192,117,84,475,0,52136,184,6.2
English,USA,110,10000000,10200000,342,623,508,393,1722,0,18697,263,7.3
English,USA,81,250000,18195,0,119,24,5,154,0,336,7,6.3
English,Canada,112,5000000,4306697,460,990,900,395,2820,0,26720,196,7.7
French,France,101,60000000,231417,324,678,541,28,1256,0,1649,21,6.6
English,USA,194,200000000,658672302,0,29000,14000,794,45223,0,793059,2528,7.7
English,UK,119,110000000,125332007,55,811,766,387,2958,3,149680,328,6.5
English,USA,86,375000,617172,3,643,606,513,2864,1,4407,75,7
English,USA,100,71000000,11466088,0,995,879,745,3952,0,8983,84,4.7
English,USA,84,1000000,1950218,56,21000,104,13,21124,3,5933,102,5.6
English,USA,113,2700000,9054736,9,402,222,42,787,1,5744,57,7.1
English,USA,104,90000000,47474112,81,3000,643,612,5062,0,58227,181,5.4
English,USA,97,15000000,43022524,272,22000,4000,957,29252,0,67604,218,7.1
English,USA,101,35000000,6448817,31,690,457,448,1993,0,2189,31,4.6
English,USA,87,60000,536767,0,1000,184,153,1362,0,1622,83,5.3
English,USA,121,13000000,16574731,15,4000,957,812,6910,4,27675,181,5.8
English,USA,95,120000000,162792677,487,18000,1000,1000,24205,0,211226,317,7.2
English,USA,115,60000000,56702901,234,3000,552,521,4713,1,23302,181,6.5
English,USA,82,17000000,30324946,12,8000,357,281,9271,2,48458,239,6.2
English,UK,121,17000000,16311763,0,989,888,244,2365,1,50656,416,7.5
English,USA,101,7500000,6712241,194,1000,816,602,3858,2,782437,1420,8.6
English,UK,93,2500000,64359,12,578,29,15,643,1,811,26,5.9
English,USA,83,105000000,90646554,35,13000,11000,754,25788,0,124641,289,6.6
English,USA,153,140000000,201573391,0,13000,12000,537,26029,0,322395,1171,6.6
English,Australia,97,80000000,18318000,750,1000,971,231,2521,0,24868,216,5.8
English,Canada,76,15000000,11144518,9,595,417,47,1139,0,2724,53,2.8
English,USA,172,55000000,22843047,438,852,637,466,2397,1,6082,207,5.9
English,USA,110,45000000,70001065,45,886,650,595,3174,1,191437,582,7.1
English,Canada,89,25000000,32368960,31,285,81,71,667,0,39768,292,5.3
English,USA,90,600000,13493,4,919,711,218,2288,0,531,19,6.6
English,USA,110,1500000,2365931,787,1000,787,642,4762,2,36657,318,7.5
English,USA,108,30000000,26525834,631,631,199,95,1023,1,21998,227,6.8
English,USA,100,10000000,25339117,4,982,945,678,4259,4,37885,247,6.5
English,USA,113,12000000,5032496,11000,537,255,99,943,0,20576,161,6.3
Portuguese,Brazil,113,2900000,5595428,179,119,14,11,167,0,28951,257,8
English,USA,95,10000000,306715,43,1000,788,611,5213,1,5143,62,2.3
English,Germany,114,55000000,78745923,52,12000,702,539,13905,1,94407,322,6.7
English,Germany,104,8000000,1789892,71,1000,261,168,1795,1,9494,109,6.6
English,USA,97,8000000,565592,23,982,599,326,2580,0,2189,63,6.8
English,Australia,111,27000000,14337579,295,3000,882,531,4696,1,156929,624,7.7
English,USA,96,14000000,15062898,0,3000,2000,654,6861,0,11729,106,6
English,USA,120,75000000,140459099,75,11000,4000,3000,22750,0,135601,493,6.1
English,USA,106,45000000,11146409,208,3000,1000,855,6558,0,26551,273,6
English,USA,90,2000000,99147,204,1000,697,697,3207,3,1884,28,6.2
English,Canada,82,13000000,9975684,799,721,359,294,1805,0,20033,117,6.4
English,Australia,84,15000000,17411331,119,989,982,918,4660,3,17328,237,5.5
English,USA,85,71500000,144156464,84,1000,1000,595,4166,0,74343,98,5.3
Hindi,India,110,71500000,528972,375,113,102,59,371,0,5639,55,7.8
English,UK,124,25000000,30012990,159,288,249,240,1006,1,75973,409,7.5
English,USA,140,90000000,111544445,12000,10000,660,619,11951,4,188116,415,7.3
English,USA,121,26000000,65703412,72,1000,794,343,2747,1,57958,345,7
English,USA,118,18500000,10562387,0,40000,693,551,43105,0,213226,648,7.7
English,USA,105,3500000,6390032,386,3000,258,248,4238,2,24977,229,7.5
English,USA,82,8000000,17278980,33,744,503,475,2400,0,48225,164,6.7
English,USA,134,3000000,3000000,377,22000,11000,812,36859,9,55329,499,7.8
English,USA,97,70000000,19819494,13,11000,893,695,13628,0,26893,126,5.8
English,USA,136,25000000,21554585,0,18000,14000,3000,37315,0,36108,109,6.9
English,USA,114,60000000,12065985,65,743,730,440,2367,1,16260,88,4.9
English,USA,91,15000000,10443316,23,925,660,629,2913,2,7159,88,5
English,USA,114,30000000,60033780,0,970,631,545,2860,1,18973,162,5.9
English,USA,124,20000000,37672350,8,508,270,232,1660,1,5427,51,5.5
English,USA,93,3500000,10305534,0,625,118,78,987,2,1721,38,3.9
English,USA,100,24000000,39989008,41,45000,1000,970,49847,2,55398,418,4.6
English,Spain,119,24000000,836641,0,816,623,54,1585,0,1402,40,6.2
English,Aruba,91,35000000,10076136,85,635,316,105,1352,0,11512,141,4.8
Spanish,Mexico,106,3500000,886410,22,174,16,10,222,0,1024,494,6.8
French,France,118,140000000,146072,8,106,56,11,182,0,7147,16,6
English,USA,127,140000000,129734803,503,5000,808,91,6171,2,127497,287,6.6
English,UK,97,140000000,4595000,39,1000,497,286,2103,4,13892,160,7
English,USA,100,12000000,12902790,98,1000,849,604,3250,1,4052,88,6.6
English,UK,120,960000,3650677,0,26000,1000,452,28294,1,414976,523,8.2
English,USA,130,80000000,69102910,81,10000,882,427,12186,0,58402,370,5.1
English,USA,178,90000000,44606335,102,12000,11000,551,23950,0,169023,703,7.1
English,USA,93,24000000,4308981,9,23000,284,254,24436,2,2265,37,3.9
English,USA,111,60000000,32940507,17,13000,968,652,16536,1,54314,127,6.1
English,USA,111,60000000,32940507,17,13000,969,652,16537,1,54316,127,6.1
English,USA,114,90000000,50628009,31,9000,496,372,10731,0,22955,88,5.6
English,USA,88,90000000,120618403,7,2000,500,484,4478,0,171792,222,7.5
English,USA,107,700000,10508,0,752,282,236,1763,4,103,6,6.5
English,USA,104,1000000,3386698,122,22000,472,458,23461,1,4195,86,6.7
English,USA,127,30000000,23209440,73,11000,882,433,12785,3,9283,112,7
English,USA,123,48000000,37339525,0,3000,745,23,3768,1,71708,307,7
English,USA,115,50000000,135014968,293,49000,22000,878,74382,1,80580,375,6.7
English,USA,84,60000,3216970,0,1000,512,194,2065,0,142619,586,7.5
English,USA,104,48000000,46611204,165,1000,967,944,4294,1,55749,257,6.1
English,France,143,65000000,38966057,0,509,317,210,1409,0,23940,157,6.7
English,UK,122,55000000,41609593,287,22000,2000,135,24270,2,145422,572,7.3
English,USA,121,12000000,22905674,131,13000,940,599,14890,2,121676,290,7.4
German,Germany,81,3500000,7267324,670,486,37,34,623,1,161471,709,7.8
English,USA,93,9000000,17096053,0,13000,933,766,15716,2,134458,640,7.7
English,USA,88,1000000,21210,29,499,230,117,1141,0,2735,52,6.1
English,USA,169,70000000,216119491,14000,15000,14000,13000,44998,2,881236,2277,8.6
English,USA,123,25000000,100241322,108,1000,264,239,1690,0,175524,752,7.2
English,USA,114,30000000,18252684,160,1000,367,271,1816,2,18366,219,6.9
English,USA,98,70000000,74329966,425,11000,643,397,12729,2,60910,164,5.7
English,USA,91,2000000,124494,4,33,3,0,36,1,5613,102,6.7
English,USA,100,1000000,982214,12,245,38,6,295,0,1976,51,7.2
English,UK,99,9000000,11883495,29,711,427,161,1462,1,52805,278,6.8
English,USA,91,5000000,5480318,84,1000,778,572,2691,0,9427,79,6.6
English,USA,108,40000000,53955614,287,4000,835,823,8610,0,77415,139,6.1
English,Canada,89,2000000,6719300,149,912,752,580,3163,3,8224,132,7.2
English,USA,98,69000000,55585389,0,12000,854,697,15269,1,64121,241,5.9
English,UK,99,75000000,14567883,545,933,722,533,2542,1,44248,373,6
English,USA,134,75000000,36976367,272,548,270,215,1044,3,81611,274,6
English,USA,103,58000000,70117571,906,1000,906,748,6207,0,56741,515,6.4
English,USA,124,50000000,91030827,0,8000,818,701,9988,2,46482,252,6.7
English,UK,94,50000000,69582,0,722,338,136,1477,2,867,21,6.4
Spanish,Spain,115,700000000,1687311,98,341,26,4,371,3,2412,40,7.2
English,USA,104,1000000,1687311,6,922,893,467,2406,6,372,20,5.5
English,USA,91,13000000,27052167,6,904,471,459,3353,5,24834,168,6.1
English,USA,117,15000000,17439163,0,22000,12000,12000,47728,1,537419,1028,8.2
English,UK,114,1300000,17439163,7,19,16,2,37,0,270,7,5.6
Danish,Denmark,105,1300000,1647780,346,280,278,141,821,1,65951,258,8.1
English,USA,104,15000000,40064955,0,4000,4000,1000,12170,1,92074,502,6.4
English,USA,170,60000000,75370763,0,19000,1000,380,20683,0,32353,263,6.5
English,UK,111,105000000,146083,2,735,306,227,1378,3,1591,27,6.3
English,USA,99,150000000,146083,45,1000,393,224,2166,1,1465,56,7.4
English,USA,99,195000000,146083,45,1000,393,224,2166,1,1465,56,7.4
English,USA,86,40000000,22717758,7,10000,908,795,14275,0,11156,67,6.2
English,USA,132,35000000,56876365,130,29000,130,80,29265,1,125219,244,6.4
English,USA,136,65000000,93771072,258,12000,174,94,12396,0,135404,318,6.7
English,USA,100,65000000,2643689,23,1000,577,545,2283,4,10499,113,7.3
English,Germany,140,50000000,44484065,473,18000,822,294,20152,2,107227,279,7.3
English,USA,123,27000000,10297897,0,11000,597,324,11969,4,8309,39,6
English,USA,111,15000000,29106737,13,818,511,106,1450,0,15582,132,6
English,USA,104,4500000,23031390,0,1000,597,498,2868,9,4345,26,5.6
English,USA,99,70000000,101217900,59,770,263,145,1195,2,91093,353,7
French,Canada,130,10000000,9473382,63,24,3,2,29,3,26832,247,7.7
English,USA,96,30000000,18967571,845,978,968,488,3072,2,23345,167,6.1
English,USA,83,24000000,100491683,5,971,503,368,3438,0,14005,67,5.9
English,USA,116,70000000,40932372,380,18000,13000,774,32563,0,58023,281,6.3
English,USA,215,52000000,36385763,0,648,568,463,1937,0,138941,1448,7.6
English,USA,103,60000000,125603360,608,2000,617,576,3698,1,667983,877,8.1
English,USA,100,4000000,125603360,137,4000,575,476,5796,0,1555,40,5
English,USA,90,20000000,161487252,153,11000,1000,427,13823,0,119450,300,6.1
English,USA,121,66000000,83892374,38,940,826,745,4230,0,85720,297,7
English,USA,107,23000000,176483808,101,931,852,743,4664,1,247289,611,7.1
